,Titre,Prix,Date annonce,Étage,Surface habitable,Salons,Secteur,Latitude,Longitude,Âge du bien_1-5 ans,Âge du bien_11-20 ans,Âge du bien_21+ ans,Âge du bien_6-10 ans,Âge du bien_Neuf,month
2747,Joli appartement avec piscine,1692000.0,2022-07-29,1,94,1,Av Mohammed VI,35.7751759,-5.7863174,0,0,0,0,1,7
2748,Appartement 81m Q Hôpitaux ,1300000.0,2022-07-29,6,75,1,Quartier des Hôpitaux,48.896115300000005,2.173397970396393,0,0,0,1,0,7
2749,Appartement T3 tout équipé,400000.0,2022-07-29,2,55,1,Hay Mohammadi,33.5841444,-7.5569559,0,1,0,0,0,7
2750,Appartement avec piscine et terrasse,910000.0,2022-07-29,0,77,1,Mimosas,47.3366191,-2.4296783565399487,1,0,0,0,0,7
2751,Appartement 109m Mazola Hay Hassani,1300000.0,2022-07-29,4,95,2,Hay Hassani,33.5670464,-7.6784886,0,0,0,1,0,7
2752,Appartement 86m² à Casablanca,1070000.0,2022-07-29,3,86,1,Oulfa,33.5512214,-7.6843485,0,1,0,0,0,7
2753,شقق 60m² للبيع في الدار البيضاء,350000.0,2022-07-29,4,60,1,Sidi Moumen,33.5843834,-7.5072051,0,1,0,0,0,7
2754,Appartement 92m² en Vente à Kénitra,950000.0,2022-07-29,4,92,2,La Ville Haute,34.2609146,-6.5902809,1,0,0,0,0,7
2755,Appartement 96m² en Vente à Casablanca,1250000.0,2022-07-29,3,96,1,Belvédère,44.0152334,7.3198676,0,1,0,0,0,7
2756,Appartement 50m² en Vente à Salé,270000.0,2022-07-29,2,50,1,Abouab Sala,33.9267824,-6.9291602,0,0,0,1,0,7
2757,Appartement 98m² à coté de carré eden Marrakech,1110000.0,2022-07-29,2,98,1,Guéliz,31.6321881,-8.0108135,1,0,0,0,0,7
2758,Magnifique appartement à Marrakech,850000.0,2022-07-29,2,107,1,Mabrouka,14.9208624,33.4502341,0,0,0,0,1,7
2759,Appartement 135m² en Vente à Kénitra,880000.0,2022-07-29,2,120,1,Bir Rami,34.2474668,-6.6022329,0,0,0,0,1,7
2760,Neuf appartement 54m² hay mohmmadi,300000.0,2022-07-29,4,54,1,Hay Mohammadi,33.5841444,-7.5569559,0,0,0,0,1,7
2761,Appartement luxueux de 67m et 40 de cour,1350000.0,2022-07-29,2,87,1,Ferme Bretone,48.0619266,-1.6576535,0,0,0,0,1,7
2762,vente Appartement Abouab Sala,320000.0,2022-07-29,0,50,1,Abouab Sala,33.9267824,-6.9291602,0,0,0,1,0,7
2763,trés bel Appartement en Vente à Rabat-Kebibat,2700000.0,2022-07-29,5,164,2,Quartier de l'Océan,50.8402655,4.3430116,0,1,0,0,0,7
2764,Appartement,440000.0,2022-07-29,2,54,1,Hay Al Farah,33.008527,-7.6357419,1,0,0,0,0,7
2765,Appartement neuf 88 m2 Neuf a coté du Tram,1250000.0,2022-07-29,3,88,1,Beauséjour,50.0619312,-96.5140821,0,0,0,0,1,7
2766,Appartement 67m² en Vente à Rabat,1120000.0,2022-07-29,4,67,1,Agdal,33.9983119,-6.8542908,0,0,0,1,0,7
2767,شقة قبلية قريبة من جميع المرافق ,610000.0,2022-07-29,2,80,1,Hay Chmaou,34.0665274,-6.8007033,0,0,0,1,0,7
2768,jolie appartement bien situé ,840000.0,2022-07-29,3,110,1,Quartier Aérodrome,48.8119087,2.0686322,0,0,0,0,1,7
2769,Appartement a vendre roche noir,900000.0,2022-07-29,0,106,1,Roches Noires,33.5931914,-7.5957822,0,1,0,0,0,7
2770,appartement ain borja,850000.0,2022-07-29,3,91,3,Aïn Borja,33.586778,-7.5911737,0,1,0,0,0,7
2771,bel appartement en vente Ain borja ,990000.0,2022-07-29,0,100,2,Aïn Borja,33.586778,-7.5911737,0,0,0,1,0,7
2772,bel appartement en vente ain borja ,890000.0,2022-07-29,5,95,1,Aïn Borja,33.586778,-7.5911737,0,0,0,1,0,7
2773,bel appartement Bourgogne,1900000.0,2022-07-29,2,128,1,Bourgogne,47.27808725,4.222486304306048,0,1,0,0,0,7
2774,bel appartement a ain borja,590000.0,2022-07-29,3,70,1,Aïn Borja,33.586778,-7.5911737,0,1,0,0,0,7
2775,BEL APPARTEMENT EN VENTE LA VILLETTE,590000.0,2022-07-29,4,69,1,Aïn Borja,33.586778,-7.5911737,0,1,0,0,0,7
2776,Appartement centre ville El Jadida,730000.0,2022-07-29,4,92,1,Centre,47.5490251,1.7324062,0,1,0,0,0,7
2777,appartement a vendre(بسعر قابل للتفاوض والتفاهم),690000.0,2022-07-29,2,85,2,Bournazil,33.5700496,-7.5576067,0,1,0,0,0,7
2778,Studio meublé à vendre ou à louer ,370000.0,2022-07-29,0,37,1,Hay Salam,33.8940706,-5.5816543,1,0,0,0,0,7
2779,شقة للبيع مكناس ديار المدينة مرجان ,260000.0,2022-07-29,2,68,1,Marjane 2,35.1223661,-2.9259893,0,0,0,0,1,7
2780,شقة للبيع بمراكش ,420000.0,2022-07-29,0,70,1,Route d'Agadir - Essaouira,31.4074284,-9.7147196,1,0,0,0,0,7
2781,حي الاخلاص قرب مرجان طريق تطوان,270000.0,2022-07-29,1,51,1,Mghogha,35.7379304,-5.7691084,0,0,0,1,0,7
2782,Appartement 100m² en Vente à Settat,260000.0,2022-07-29,1,100,1,Hay salam,33.8940706,-5.5816543,0,0,0,0,1,7
2783,Appartement 95m² en Vente à Tanger,500000.0,2022-07-29,0,95,1,Hay Hassani,33.5670464,-7.6784886,0,1,0,0,0,7
2784,appartement a vendre Ahlane tanger,840000.0,2022-07-29,1,84,2,Ahlane,34.24722,-6.6585804,0,0,0,1,0,7
2785,Vente ,950000.0,2022-07-29,4,66,1,Aïn Chock,33.5362148,-7.6156977,1,0,0,0,0,7
2786,Appartement 165m² en Vente à Casablanca,1250000.0,2022-07-29,2,165,2,Aïn Chock,33.5362148,-7.6156977,0,1,0,0,0,7
2787,ولاد الطيب فاس,340000.0,2022-07-29,2,120,2,Ouled Tayeb,33.959838,-4.99562,1,0,0,0,0,7
2788,شقة ,420000.0,2022-07-29,0,63,1,Sidi Hajji,34.7052104,11.203007829875114,1,0,0,0,0,7
2789,Appartement 100m² en Vente à Fès,520000.0,2022-07-29,2,100,1,Oued Fès,34.0545279,-5.0328362,0,0,0,1,0,7
2790,Appartement 52m² en Vente à Agadir,860000.0,2022-07-29,1,52,1,Haut-Founty,30.399291,-9.5784304,1,0,0,0,0,7
2791,شقة ,320000.0,2022-07-29,2,120,2,Ouled Tayeb,33.959838,-4.99562,1,0,0,0,0,7
2792,Appartement 50m² en Vente à Casablanca,320000.0,2022-07-29,3,52,1,Lissasfa,33.5314545,-7.6724261,1,0,0,0,0,7
2793,Appartement 75m² en Vente à Tanger,900000.0,2022-07-29,1,75,1,Malabata,43.9639253,4.8584904,1,0,0,0,0,7
2794,Appartement en vente de 80m aux Roches Noires,870000.0,2022-07-29,1,75,1,Roches Noires,33.5931914,-7.5957822,0,0,0,1,0,7
2795,appartement ,700000.0,2022-07-29,4,122,1,Ben M'sick,33.5542611,-7.5813658,0,0,0,0,1,7
2796,Appartement 142m² en Vente à Casablanca,1700000.0,2022-07-29,6,142,2,Belvédère,44.0152334,7.3198676,0,0,0,1,0,7
2797,Appartement à Mohammedia ,800000.0,2022-07-29,3,86,1,Wafa,10.1454095,13.334168,0,0,1,0,0,7
2798,Appartement en Vente à CFC sans vis à vis,2300000.0,2022-07-29,0,111,1,Ferme Bretone,48.0619266,-1.6576535,1,0,0,0,0,7
2799,Appartement a Casablanca,1500000.0,2022-07-29,5,160,1,Centre Ville,48.9089508,2.2909920324748017,0,1,0,0,0,7
2800,Appartement 85m² en Vente à Hay Chmaou Salé,650000.0,2022-07-29,2,85,1,Hay Chmaou,34.0665274,-6.8007033,0,0,1,0,0,7
2801,Appartement 130m² en Vente à Rabat,1200000.0,2022-07-29,1,130,1,Quartier de l'Océan,50.8402655,4.3430116,0,0,1,0,0,7
2802,برطما ,106000.0,2022-07-29,1,117,1,Hay Alfalah,34.6743315,-1.8763527,0,0,1,0,0,7
2803,شقة ,700000.0,2022-07-29,4,83,1,Oulfa,33.5512214,-7.6843485,0,0,0,1,0,7
2804,شقق للبيع,340000.0,2022-07-29,1,75,1,Ben Souda,34.0068845,-5.067669233770365,0,0,0,0,1,7
2805,belle appartement 2 façade ,720000.0,2022-07-29,3,92,1,Quartier Aérodrome,48.8119087,2.0686322,0,0,0,0,1,7
2806,Appartement 104m² en Vente à Meknès,460000.0,2022-07-29,1,104,1,Marjane 2,35.1223661,-2.9259893,1,0,0,0,0,7
2807,Top Appartement Agdal Haute standing,1700000.0,2022-07-29,2,109,3,Agdal,33.9983119,-6.8542908,0,0,0,1,0,7
2808,Appartement 120m² en Vente à Agadir,1700000.0,2022-07-29,3,120,3,Le bord de mer,50.1138843,1.8268269,0,1,0,0,0,7
2809,Bel appartement avec vu sur jardin et montagne,850000.0,2022-07-29,7,127,2,Hamria,32.7673988,35.1682,0,1,0,0,0,7
2810,Appartement 56m² en Vente à Agadir,540000.0,2022-07-29,1,56,1,Hay Mohammadi,33.5841444,-7.5569559,0,0,0,0,1,7
2811,appatement secondaire,550000.0,2022-07-29,1,75,1,Route d'Azemmour,33.5316442,-7.7711649,0,0,0,0,1,7
2812,Appartement 45m² en Vente à Tanger,300000.0,2022-07-29,1,45,1,Aouama Gharbia,35.7261824,-5.8038898,0,0,0,0,1,7
2813,appart ,2600000.0,2022-07-29,2,178,2,Agdal,33.9983119,-6.8542908,0,1,0,0,0,7
2814,شقة,650000.0,2022-07-29,1,81,2,Centre,47.5490251,1.7324062,0,0,0,1,0,7
2815,Appart 2chambres quartier en face forêt Bouskoura,690000.0,2022-07-29,2,72,2,Sidi Maarouf,36.6400065,6.2741706,0,0,0,0,1,7
2816,Appartement 59m² en Vente à Casablanca,460000.0,2022-07-29,3,59,1,Lissasfa,33.5314545,-7.6724261,0,1,0,0,0,7
2817,شقة,250000.0,2022-07-29,0,65,1,Mont Fleuri 2,-4.1868937,12.674744,1,0,0,0,0,7
2818,Sublime 2ch à Prestigia Hay Riad,2400000.0,2022-07-29,6,93,1,Hay Riad,34.9243469,-2.3059319,1,0,0,0,0,7
2819,Appartement 84m² en Vente à Casablanca,700000.0,2022-07-29,2,84,2,Sidi Bernoussi,33.6190686,-7.5003234,0,0,1,0,0,7
2820,Appartement à vendre ,295000.0,2022-07-29,3,55,1,Iris,46.0170949,-62.6905882,0,0,0,1,0,7
2821,Appartement 53m² à Casablanca,420000.0,2022-07-29,1,53,1,Lissasfa,33.5314545,-7.6724261,1,0,0,0,0,7
2822,Appartement 110 m2 au centre de la ville,390000.0,2022-07-29,1,110,1,Centre Ville,48.9089508,2.2909920324748017,0,0,0,0,1,7
2823,Appartement 98 m2 route aoniya oujda,420000.0,2022-07-29,2,98,1,Centre Ville,48.9089508,2.2909920324748017,0,0,0,0,1,7
2824,Appartement avendre casstilla 3 chambres,980000.0,2022-07-29,3,90,1,Castilla,-15.5859786,-72.3617354,0,0,0,1,0,7
2825,apprt à vendre,500000.0,2022-07-29,0,62,1,Sidi Hajji,34.7052104,11.203007829875114,0,1,0,0,0,7
2826,Appartement 69 m2 en vente à (lwifak) temata,920000.0,2022-07-29,2,69,1,Wifak,33.8947254,-5.579994,1,0,0,0,0,7
2827,Appartement 125m2,1550000.0,2022-07-29,2,125,1,Sidi Maarouf,36.6400065,6.2741706,0,0,0,1,0,7
2828,Appartement 192m² en Vente à Rabat,3650000.0,2022-07-29,1,192,2,Haut Agdal,33.955528,-6.8730154,0,0,1,0,0,7
2829,ventre appartement ,2100000.0,2022-07-29,0,117,1,Centre Ville,48.9089508,2.2909920324748017,0,0,0,1,0,7
2830,Appartement 66m² en Vente à Casablanca,620000.0,2022-07-29,3,66,1,Lissasfa,33.5314545,-7.6724261,1,0,0,0,0,7
2831,Appartement à hay Moulay Abdellah 97m2,970000.0,2022-07-29,3,97,1,Aïn Chock,33.5362148,-7.6156977,0,0,0,0,1,7
2832,appart de 90m2 résidence balnéaire à Mohammedia,850000.0,2022-07-29,1,88,1,2 Mars,36.83747145,10.101498375786042,0,0,0,1,0,7
2833,Quartier OCP haut standing neuf 101 m2,1850000.0,2022-07-29,3,101,1,Casablanca Finance City,33.55517475,-7.662741607561236,0,0,0,0,1,7
2834,Appartement haut standing neuf Kebibet,1050000.0,2022-07-29,4,70,1,Diour Jamaa,34.015746750000005,-6.849800054149153,0,0,0,0,1,7
2835,Appartement en Vente à Casablanca,1250000.0,2022-07-29,1,92,1,Maarif,35.3750725,4.2721827,0,1,0,0,0,7
2836,Joli Appartement 85m² en Vente à Mohammedia,740000.0,2022-07-29,3,85,2,El Alia,34.75208000000001,10.721927654590012,0,0,0,1,0,7
2837,Appartement 59m² en Vente à Marrakech,519200.0,2022-07-29,1,59,1,Guéliz,31.6321881,-8.0108135,0,0,0,0,1,7
2838,Appartement 128m² en Vente à Casablanca,1900000.0,2022-07-29,3,128,2,Al Qods,30.92693485,-6.893302323598688,0,0,0,0,1,7
2839,شقة هوتة,360000.0,2022-07-29,2,56,1,Hay Moulay Rachid,33.5599758,-7.550001,1,0,0,0,0,7
2840,bel appartement à vendre ,740000.0,2022-07-29,3,78,1,Roches Noires,33.5931914,-7.5957822,0,0,1,0,0,7
2841,APPARTEMENT EN VENTE ,740000.0,2022-07-29,1,79,2,Hay Chmaou,34.0665274,-6.8007033,0,1,0,0,0,7
2842,Appart titré à vendre ,175000.0,2022-07-29,4,47,1,Route de Safi,12.592165,-7.9907832,0,0,0,1,0,7
2843,Appartement en Vente à Casablanca,540000.0,2022-07-29,1,79,1,Sidi Moumen,33.5843834,-7.5072051,0,0,0,0,1,7
2844,Appartement 90m² en Vente à Marrakech,900000.0,2022-07-29,0,90,1,Hay Massira,32.3103754,-9.2154349,0,1,0,0,0,7
2845,Studio exceptionnel à Riviera,930000.0,2022-07-29,2,41,1,Riviera,24.9938897,-77.45430450964086,0,0,0,0,1,7
2846,Luxueux studio sans vis à vis,1300000.0,2022-07-29,1,70,1,Bourgogne,47.27808725,4.222486304306048,0,0,0,1,0,7
2847,Studio Premium en plein Riviera ,1350000.0,2022-07-29,2,65,1,Riviera,24.9938897,-77.45430450964086,0,0,0,0,1,7
2848,Bel Appartement sans vis à vis Ahmed Charci,1990000.0,2022-07-29,0,113,1,Bourgogne,47.27808725,4.222486304306048,0,0,0,1,0,7
2849,Appartement 60m² en Vente à Casablanca ,250000.0,2022-07-29,3,60,1,Lissasfa,33.5314545,-7.6724261,0,0,0,1,0,7
2850,Appartement 62m² en Vente à Temara harhoura ,620000.0,2022-07-29,3,62,1,Harhoura,33.914435,-6.9702597,0,1,0,0,0,7
2851,résidence May ,800000.0,2022-07-29,1,70,1,Bettana,34.02045565,-6.791400626157115,0,0,0,0,1,7
2852,Appartement tout neuf à hay el Azhar oulfa,415000.0,2022-07-29,1,50,1,Oulfa,33.5512214,-7.6843485,0,0,0,1,0,7
2853,à vendre appartement Marrakech,460000.0,2022-07-29,2,60,1,Av Abdelkrim El Khattabi,34.0405227,-6.7854477,1,0,0,0,0,7
2854,sarout pas de porte ساروت au centre ville ,350000.0,2022-07-29,2,82,1,Centre Ville,48.9089508,2.2909920324748017,0,0,1,0,0,7
2855,شقة للبيع في مراكش جنان اوراد ,460000.0,2022-07-29,2,63,1,Av Abdelkrim El Khattabi,34.0405227,-6.7854477,1,0,0,0,0,7
2856,je met en vente un Appartements de luxe,1900000.0,2022-07-29,1,82,1,Mozart,-33.8207,149.8276,0,0,0,0,1,7
2857,Appartement 60m² en Vente à Agadir adrar,500000.0,2022-07-29,4,60,1,Cité Adrar,27.8845147,-0.2863089235215769,1,0,0,0,0,7
2858,appartement bien située,960000.0,2022-07-29,2,96,2,Abbadi,14.385346,44.03702,0,0,0,1,0,7
2859,appartement a vendre 3 ch et salon 36 milion ,360000.0,2022-07-29,3,70,1,M'Hamid,29.825359,-5.721689,0,0,0,0,1,7
2860,شقة للبيع ,700000.0,2022-07-29,4,77,1,Sidi Bernoussi,33.6190686,-7.5003234,1,0,0,0,0,7
2861,Appartement 110m² en Vente à Californie ,1500000.0,2022-07-29,4,110,2,Californie,36.7014631,-118.755997,1,0,0,0,0,7
2862,Appartement 60m² en Vente à Casablanca,780000.0,2022-07-29,4,60,1,Sidi Maarouf,36.6400065,6.2741706,0,1,0,0,0,7
2863,Appartement 50m² en Vente à Casablanca,300000.0,2022-07-29,4,50,1,Lissasfa,33.5314545,-7.6724261,1,0,0,0,0,7
2864,شقة ممتازة,1400000.0,2022-07-29,2,90,1,Agdal,33.9983119,-6.8542908,0,0,1,0,0,7
2865,Appartement 56m² en Vente à Salé,340000.0,2022-07-29,4,56,1,Hay Oued Dahab,23.729925100000003,-15.920263049168268,1,0,0,0,0,7
2866,Appartement de 84 m2,700000.0,2022-07-29,1,84,1,Sidi Moussa,32.252591100000004,-7.215459373570396,0,1,0,0,0,7
2867,Appartement 65m² en Vente à Kénitra,540000.0,2022-07-29,4,65,1,Mimosas,47.3366191,-2.4296783565399487,1,0,0,0,0,7
2868,Appartement à vendre Doha laouama,270000.0,2022-07-29,4,55,1,Aouama Gharbia,35.7261824,-5.8038898,1,0,0,0,0,7
2869,appartement,550000.0,2022-07-29,4,112,1,Vieille montagne,46.8879492,3.8777583,0,0,0,1,0,7
2870,Appartement 60m² sur deux voix said haji salé,340000.0,2022-07-29,0,60,1,Sidi Hajji,34.7052104,11.203007829875114,1,0,0,0,0,7
2871,Appartement 74m² à Tanger,1100000.0,2022-07-29,2,74,1,Centre ville,48.9089508,2.2909920324748017,1,0,0,0,0,7
2872,Appartement 75m² en Vente à Salé,700000.0,2022-07-29,1,75,1,Sidi Hajji,34.7052104,11.203007829875114,0,0,0,1,0,7
2873,maison,380000.0,2022-07-29,2,150,2,Marjane 2,35.1223661,-2.9259893,0,0,0,1,0,7
2874,Appartement 114m² en Vente à Temara Wifak,1449000.0,2022-07-29,4,102,1,Wifak,33.8947254,-5.579994,1,0,0,0,0,7
2875,Appartement 90m² en Vente à Salé,890000.0,2022-07-29,1,90,2,Sala el Jadida,33.9990238,-6.7428594,1,0,0,0,0,7
2876,Appartement 100m² en Vente à Meknès,540000.0,2022-07-29,2,100,2,Marjane 2,35.1223661,-2.9259893,1,0,0,0,0,7
2877,joli appart a roches noires,920000.0,2022-07-29,0,126,2,Roches Noires,33.5931914,-7.5957822,0,0,0,1,0,7
2878,Appartement 86m² en Vente à Casablanca,400000.0,2022-07-29,2,86,1,Sidi Moumen,33.5843834,-7.5072051,0,0,0,1,0,7
2879,appartement à vendre 72m² 3chambres 1salon ,580000.0,2022-07-29,4,72,1,Sidi Maarouf,36.6400065,6.2741706,0,1,0,0,0,7
2880,Appartement les jardins de belvédère ,790000.0,2022-07-29,4,73,1,Aïn Borja,33.586778,-7.5911737,0,1,0,0,0,7
2881,Appartement 58m² à Casablanca,570000.0,2022-07-29,3,58,1,Aïn Chock,33.5362148,-7.6156977,0,1,0,0,0,7
2882,Appartement 60m² en Vente à El Jadida,440000.0,2022-07-29,1,60,1,Jawhara,36.7786226,10.220124577267905,0,0,0,1,0,7
2883,appartement résidence alwifak Ain sbaa,430000.0,2022-07-29,4,62,1,Aïn Sebaâ,33.6059943,-7.5387936,0,0,0,1,0,7
2884,شقة ممتازة,280000.0,2022-07-29,4,48,1,Aouama Gharbia,35.7261824,-5.8038898,0,0,0,0,1,7
2885,Appartement hautstanding à Vendre à HayChrifa-casa,1550000.0,2022-07-29,3,113,2,Aïn Chock,33.5362148,-7.6156977,0,1,0,0,0,7
2886,appartement a vendre ,320000.0,2022-07-29,2,47,1,Hay Oued Dahab,23.729925100000003,-15.920263049168268,1,0,0,0,0,7
2887,Appartement a Casablanca,800000.0,2022-07-29,3,76,1,Hay Hassani,33.5670464,-7.6784886,0,1,0,0,0,7
2888,appartement a Marrakech,745000.0,2022-07-29,2,72,1,Hay Izdihar,33.9811039,-6.8845328,0,0,0,0,1,7
2889,Appartement ,740000.0,2022-07-29,4,105,2,Val Fleury,-22.120361,166.4317837,0,0,0,1,0,7
2890,شفة مصلوحة,520000.0,2022-07-29,3,76,1,Sidi Moumen,33.5843834,-7.5072051,1,0,0,0,0,7
2891,Appartement 92m² à Marrakech,800000.0,2022-07-29,1,92,2,Hay Targa,33.0042215,-7.6291385,0,0,0,1,0,7
2892,Appartement 90m² à Temara,1150000.0,2022-07-29,1,90,1,Nahda-2,34.6625106,-1.9376293,0,0,0,1,0,7
2893,Appartement 76m² en Vente à El Jadida,640000.0,2022-07-29,2,76,1,Hay Essalam,35.0160831,-2.3455481,1,0,0,0,0,7
2894,appartement à vendre ,620000.0,2022-07-29,1,127,2,Narjis,30.36714945,-9.521811965004554,0,0,0,1,0,7
2895,2ème étage d une maison,1100000.0,2022-07-29,2,103,1,Hay Nahda,34.6797686,-1.9500751,0,0,1,0,0,7
2896,شقة للبيع،بالاثات ديالها,339000.0,2022-07-29,4,66,1,Ville Nouvelle,46.5375248,0.0820166,0,0,0,1,0,7
2897,Appartement,700000.0,2022-07-29,2,82,1,Sidi Bernoussi,33.6190686,-7.5003234,0,1,0,0,0,7
2898,Appart 154m² andalos oujda,580000.0,2022-07-29,1,130,1,Andalous,32.3267137,-9.2243909,0,0,0,0,1,7
2899,شقة للبيع ,330000.0,2022-07-29,4,50,1,Oulfa,33.5512214,-7.6843485,0,0,0,1,0,7
2900,Appartement à vendre propre et PAS CHER ,230000.0,2022-07-29,2,70,2,Ouled Tayeb,33.959838,-4.99562,1,0,0,0,0,7
2901,bonne affaire ,500000.0,2022-07-29,1,2,2,Ville Nouvelle,46.5375248,0.0820166,1,0,0,0,0,7
2902,Joli appartement Appartement 63m² à Temara,700000.0,2022-07-29,1,63,1,Wifak,33.8947254,-5.579994,0,1,0,0,0,7
2903,Appartement 54m² en Vente à Salé,360000.0,2022-07-29,3,54,1,Sala el Jadida,33.9990238,-6.7428594,0,1,0,0,0,7
2904,Appartement 61m² en Vente à Marrakech,1098000.0,2022-07-29,3,61,1,Guéliz,31.6321881,-8.0108135,0,0,0,0,1,7
2905,appartement a vendre marjane route rabat tanger,650000.0,2022-07-29,5,73,2,Marjane,33.8658205,-5.5849201,0,0,0,1,0,7
2906,Appartement 110m² en Vente à Casablanca,2100000.0,2022-07-29,2,110,1,Oasis,33.465863,-116.0988922,1,0,0,0,0,7
2907,desistement appartement neuf ,350000.0,2022-07-29,3,69,1,Targa,-41.31128,147.36773,0,0,0,0,1,7
2908,appartement 72 m2 a sbata,420000.0,2022-07-29,0,72,1,Sbata,33.8807662,-5.5668732,0,1,0,0,0,7
2909,Appartement Penthouse Bd Yacoub Mansour Casa ,2380000.0,2022-07-29,6,105,1,Maarif,35.3750725,4.2721827,0,0,0,0,1,7
2910,Appartement en face lycée Oued Eddahab,1560000.0,2022-07-29,6,159,2,La Ville Haute,34.2609146,-6.5902809,1,0,0,0,0,7
2911,برطمة زوينة وغزالة ف العزوزية ,350000.0,2022-07-29,1,70,1,Azzouzia,31.6849361,-8.0619515,0,0,1,0,0,7
2912,شقة للبيع حدائق الشرفية قرب المطر ,400000.0,2022-07-29,1,60,1,M'Hamid,29.825359,-5.721689,0,0,0,1,0,7
2913,joli Appartement en vente à Casablanca,1020000.0,2022-07-29,5,72,1,Beauséjour,50.0619312,-96.5140821,1,0,0,0,0,7
2914,Appartement 80m² en Vente à Temara,950000.0,2022-07-29,2,80,2,Massira 1,34.235858949999994,-3.994146835003367,1,0,0,0,0,7
2915,Apparemment 68 mettre carré a sala el jadida ,560000.0,2022-07-29,1,3,2,Sala el Jadida,33.9990238,-6.7428594,0,0,0,1,0,7
2916,Appartement 58m² en Vente à Casablanca,400000.0,2022-07-29,4,58,1,Hay Mohammadi,33.5841444,-7.5569559,0,1,0,0,0,7
2917,appt riad el oulfa ,590000.0,2022-07-29,1,87,1,Oulfa,33.5512214,-7.6843485,0,0,0,1,0,7
2918,Appartement a Marrakech,380000.0,2022-07-29,1,68,1,M'Hamid,29.825359,-5.721689,1,0,0,0,0,7
2919,Un bel appartement avec 2facades et avec cheminée,1100000.0,2022-07-29,0,107,1,La Siesta,36.5489677,-4.6753202,0,1,0,0,0,7
2920,joli appart en bon état ,1050000.0,2022-07-29,1,93,1,Centre Ville,48.9089508,2.2909920324748017,0,1,0,0,0,7
2921,bel appartement 2 façade,460000.0,2022-07-29,1,56,1,Oulfa,33.5512214,-7.6843485,1,0,0,0,0,7
2922,Appartement 126m² en Vente à Casablanca,1900000.0,2022-07-29,4,126,2,Maarif,35.3750725,4.2721827,0,1,0,0,0,7
2923,appartement abwab Marrakech 30 mlion,300000.0,2022-07-29,3,62,2,Les Portes de Marrakech,31.6491388,-8.0385605,0,0,0,1,0,7
2924,Appartement Oulfa zoubir ,370000.0,2022-07-29,1,70,1,Oulfa,33.5512214,-7.6843485,0,0,0,1,0,7
2925,appartement à vendre à Tanger ,1300000.0,2022-07-29,5,157,2,Ahlane,34.24722,-6.6585804,0,0,0,1,0,7
2926,Appartement à vendre ,235000.0,2022-07-29,2,57,1,Hay salam,33.8940706,-5.5816543,0,0,0,1,0,7
2927,appartement 3 chambres Nahda Marrakech,620000.0,2022-07-29,2,80,1,M'Hamid,29.825359,-5.721689,1,0,0,0,0,7
2928,appartement en vente a Branes 1,1400000.0,2022-07-29,2,136,2,Branes 1,59.4783417,11.6853083,0,1,0,0,0,7
2929,Jolie appartement ,760000.0,2022-07-29,1,154,3,Marjane 2,35.1223661,-2.9259893,0,0,0,0,1,7
2930,appartement luxe au centre-ville ,1050000.0,2022-07-29,5,128,1,Centre,47.5490251,1.7324062,0,0,0,1,0,7
2931,Appartement 40m² en Vente à Mohammedia,520000.0,2022-07-29,1,40,1,Hay saada,36.1508419,1.3392473,0,0,0,1,0,7
2932,Appartement 50m² en Vente à Casablanca,360000.0,2022-07-29,3,50,1,Sbata,33.8807662,-5.5668732,0,0,0,1,0,7
2933,Appartement 100m² en Vente à Casablanca,130000.0,2022-07-29,5,100,1,2 Mars,36.83747145,10.101498375786042,0,0,0,0,1,7
2934,Appartement cosy proche de toutes commodités,860000.0,2022-07-29,4,76,1,Sidi Maarouf,36.6400065,6.2741706,1,0,0,0,0,7
2935,Appartement 75m² en Vente à Casablanca,700000.0,2022-07-29,3,75,1,Ben M'sick,33.5542611,-7.5813658,0,0,0,1,0,7
2936,Appartement 75m² en Vente à Agadir,600000.0,2022-07-29,4,75,1,Hay Salam,33.8940706,-5.5816543,0,0,0,1,0,7
2937,Apparemment ,560000.0,2022-07-29,2,120,1,Miftah el kheir,32.3162311,-9.2308026,0,0,0,1,0,7
2938,Appartement 78m² en Vente à f Aida vilage,700000.0,2022-07-29,1,78,1,Val Fleuri,35.769499,-5.8358982,0,0,0,1,0,7
2939,Appartement sur bd Bordeaux sans vis à vis ,1400000.0,2022-07-29,5,100,1,Bourgogne,47.27808725,4.222486304306048,0,1,0,0,0,7
2940,Appartement 90m² en Vente à Rabat,700000.0,2022-07-29,2,90,2,Hay Nahda,34.6797686,-1.9500751,0,1,0,0,0,7
2941,شقق 53m² للبيع في مراكش,390000.0,2022-07-29,1,53,1,Guéliz,31.6321881,-8.0108135,1,0,0,0,0,7
2942,شقة 63m² للبيع في الدار البيضاء,550000.0,2022-07-29,1,63,1,Oulfa,33.5512214,-7.6843485,0,0,0,1,0,7
2943,Appartement 85m² en Vente à Mohammedia,660000.0,2022-07-29,4,85,1,El Alia,34.75208000000001,10.721927654590012,0,0,0,1,0,7
2944,vente Apparemment neuf,810000.0,2022-07-29,3,82,1,Route de Casablanca,31.6683011,-8.0102869,0,0,0,0,1,7
2945,Appartement 39m² en Vente à Casablanca,220000.0,2022-07-29,1,39,1,Oulfa,33.5512214,-7.6843485,0,1,0,0,0,7
